sample_alias	experiment_id	experiment_name	sample_id	experiment_type	access_status	studies	publications	platform	instrument_model	protocol_label	library_strategy	library_source	library_selection	library_layout	insert_size	read_length	filepath	sample_alias	replicate
764467579-GING-364	8488	764467579-keratinizedgingiva3	5694	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764467579-GING-364	0
765337473-ST-331	8489	765337473-stool3_SRS147445	5943	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765337473-ST-331	0
763577454-INTRO-36	8490	763577454-vaginalintroitus2_SRS015071	5395	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-INTRO-36	0
764811490-PFORN-171	8491	764811490-posteriorfornix2_SRS049237	5773	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764811490-PFORN-171	0
159591683-ST-0	8492	159591683-stool1_SRS013215	4816	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159591683-ST-0	0
675950834-ST-222	8493	675950834-stool2_SRS103987	6140	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		675950834-ST-222	0
861967750-BUCC-0	8494	861967750-buccalmucosa1_SRS045254	6057	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		861967750-BUCC-0	0
159268001-SUPRA-222	8495	159268001-supragingivalplaque2_SRS023938	4727	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159268001-SUPRA-222	0
763961826-THRO-1	8496	763961826-throat1_SRS014689	5547	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763961826-THRO-1	0
161554003-ST-168	8497	161554003-stool2_SRS054352	5131	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		161554003-ST-168	0
765337473-NASAL-0	8498	765337473-anteriornares1_SRS019339	5955	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765337473-NASAL-0	0
765620695-BUCC-324	8499	765620695-buccalmucosa2	6025	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765620695-BUCC-324	0
706846339-SUPRA-0	8500	706846339-supragingivalplaque1_SRS051941	6131	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		706846339-SUPRA-0	0
159429842-ST-0	8501	159429842-stool1-Bro_SRS016437	4764	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159429842-ST-0	0
103092734-SUPRA-135	8502	103092734-supragingivalplaque3	6423	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		103092734-SUPRA-135	0
764285508-ST-339	8503	764285508-stool2_SRS077502	5618	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764285508-ST-339	0
160178356-NASAL-0	8504	160178356-anteriornares1_SRS018369	4932	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160178356-NASAL-0	0
158944319-TONG-413	8505	158944319-tonguedorsum3	4641	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		158944319-TONG-413	0
160765029-TONG-0	8506	160765029-tonguedorsum1_SRS020856	5109	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160765029-TONG-0	0
103092734-PTON-135	8507	103092734-palatinetonsils3	6424	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		103092734-PTON-135	0
765074482-ST-196	8508	765074482-stool2_SRS047014	5831	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765074482-ST-196	0
159207311-TONG-378	8509	159207311-tonguedorsum3	4678	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		159207311-TONG-378	0
158479027-TONG-205	8510	158479027-tonguedorsum2_SRS021496	4575	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158479027-TONG-205	0
809635352-SUPRA-173	8511	809635352-supragingivalplaque2_SRS065099	5174	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		809635352-SUPRA-173	0
763860675-SUPRA-280	8512	763860675-supragingivalplaque2_SRS055378	5472	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763860675-SUPRA-280	0
765640925-TONG-0	8513	765640925-tonguedorsum1_SRS056323	6028	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765640925-TONG-0	0
809635352-PFORN-294	8514	809635352-posteriorfornix3	5180	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		809635352-PFORN-294	0
765519544-BUCC-318	8515	765519544-buccalmucosa3	6008	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765519544-BUCC-318	0
764285508-SUPRA-0	8516	764285508-supragingivalplaque1_SRS015574	5623	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764285508-SUPRA-0	0
246515023-BUCC-266	8517	246515023-buccalmucosa3	5193	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		246515023-BUCC-266	0
764487809-NASAL-234	8518	764487809-anteriornares2_SRS049744	5710	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764487809-NASAL-234	0
765195863-NASAL-322	8519	765195863-anteriornares3	5891	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765195863-NASAL-322	0
158802708-ST-0	8520	158802708-stool1_SRS011271	4613	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		158802708-ST-0	0
764366428-SUB-330	8521	764366428-subgingivalplaque2	5656	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764366428-SUB-330	0
158499257-ST-238	8522	158499257-stool2_SRS022609	4590	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158499257-ST-238	0
763860675-TONG-280	8523	763860675-tonguedorsum2_SRS057355	5471	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763860675-TONG-280	0
160502038-TONG-224	8524	160502038-tonguedorsum2	5027	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160502038-TONG-224	0
763435843-BUCC-84	8525	763435843-buccalmucosa2_SRS015799	5325	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763435843-BUCC-84	0
159207311-NASAL-7	8526	159207311-anteriornares1_SRS013637	4683	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159207311-NASAL-7	0
158802708-BUCC-252	8527	158802708-buccalmucosa2_SRS023534	4615	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158802708-BUCC-252	0
246515023-SUPRA-0	8528	246515023-supragingivalplaque1_SRS023358	5203	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		246515023-SUPRA-0	0
160643649-TONG-0	8529	160643649-tonguedorsum1_SRS019974	5087	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160643649-TONG-0	0
158337416-PFORN-238	8530	158337416-posteriorfornix2_SRS022092	4556	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158337416-PFORN-238	0
159551223-ST-222	8531	159551223-stool2_SRS024331	4794	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159551223-ST-222	0
763961826-GING-1	8532	763961826-attachedkeratinizedgingiva1_SRS014687	5544	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763961826-GING-1	0
764811490-TONG-0	8533	764811490-tonguedorsum1	5772	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764811490-TONG-0	0
765337473-BUCC-0	8534	765337473-buccalmucosa1_SRS019329	5954	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765337473-BUCC-0	0
765620695-NASAL-0	8535	765620695-anteriornares1_SRS019597	6019	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		765620695-NASAL-0	0
338793263-SUPRA-3	8536	338793263-supragingivalplaque1_SRS052604	6159	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		338793263-SUPRA-3	0
159753524-PFORN-0	8537	159753524-posteriorfornix1_SRS016559	4863	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159753524-PFORN-0	0
763901136-SUPRA-309	8538	763901136-supragingivalplaque2_SRS063603	5491	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763901136-SUPRA-309	0
275382046-ST-238	8539	275382046-stool3_SRS147022	6324	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		275382046-ST-238	0
160319967-SUPRA-0	8540	160319967-supragingivalplaque1_SRS017445	4963	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160319967-SUPRA-0	0
764143897-TONG-224	8541	764143897-tonguedorsum2_SRS056622	5593	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764143897-TONG-224	0
764042746-PFORN-290	8542	764042746-posteriorfornix2_SRS064376	5557	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764042746-PFORN-290	0
159611913-RAC_R-229	8543	159611913-rightretroauricularcrease2_SRS024655	4828	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159611913-RAC_R-229	0
763577454-SUPRA-0	8544	763577454-supragingivalplaque1_SRS014476	5391	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-SUPRA-0	0
159571453-BUCC-0	8545	159571453-buccalmucosa1_SRS013825	4810	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159571453-BUCC-0	0
159571453-NASAL-0	8546	159571453-anteriornares1_SRS013155	4812	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159571453-NASAL-0	0
160947100-ST-0	8547	160947100-stool1_SRS020622	5113	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160947100-ST-0	0
763982056-SUPRA-338	8548	763982056-supragingivalplaque3	5525	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763982056-SUPRA-338	0
159713063-NASAL-219	8549	159713063-anteriornares2_SRS024424	4847	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159713063-NASAL-219	0
763901136-SUPRA-1	8550	763901136-supragingivalplaque1_SRS015044	5497	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763901136-SUPRA-1	0
863126187-ST-204	8551	863126187-stool3_SRS146764	6345	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		863126187-ST-204	0
604812005-SUPRA-82	8552	604812005-supragingivalplaque2_SRS049268	5224	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		604812005-SUPRA-82	0
246515023-PFORN-131	8553	246515023-posteriorfornix2_SRS055298	5202	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		246515023-PFORN-131	0
158883629-ST-404	8554	158883629-stool3_SRS075398	4633	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-ST-404	0
686765762-SUPRA-0	8555	686765762-supragingivalplaque1_SRS045313	5242	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		686765762-SUPRA-0	0
158458797-SUPRA-0	8556	158458797-supragingivalplaque1_SRS011098	4581	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158458797-SUPRA-0	0
764042746-PFORN-0	8557	764042746-posteriorfornix1_SRS015425	5555	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764042746-PFORN-0	0
159551223-ST-0	8558	159551223-stool1_SRS017103	4802	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159551223-ST-0	0
158883629-BUCC-271	8559	158883629-buccalmucosa2_SRS023837	4621	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-BUCC-271	0
764042746-NASAL-290	8560	764042746-anteriornares2_SRS065179	5558	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764042746-NASAL-290	0
375450439-INTRO-139	8561	375450439-vaginalintroitus3	6231	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		375450439-INTRO-139	0
953045535-BUCC-156	8562	953045535-buccalmucosa2	6330	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		953045535-BUCC-156	0
158883629-RAC_L-0	8563	158883629-lretroauricularcrease1	4627	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-RAC_L-0	0
275382046-BUCC-238	8564	275382046-buccalmucosa3	6320	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		275382046-BUCC-238	0
763901136-NASAL-0	8565	763901136-anteriornares1_SRS015051	5499	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763901136-NASAL-0	0
158742018-PFORN-0	8566	158742018-posteriorfornix1_SRS011269	4598	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158742018-PFORN-0	0
158256496-SUPRA-224	8567	158256496-supragingivalplaque2_SRS021960	4542	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158256496-SUPRA-224	0
158883629-TONG-404	8568	158883629-tonguedorsum3_SRS075404	4634	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-TONG-404	0
764508039-BUCC-408	8569	764508039-buccalmucosa3	5726	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764508039-BUCC-408	0
763921366-PFORN-386	8570	763921366-posteriorfornix3	5513	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763921366-PFORN-386	0
765377934-PTON-324	8571	765377934-palatinetonsils3	5967	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765377934-PTON-324	0
763536994-ST-191	8572	763536994-stool2_SRS050422	5336	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763536994-ST-191	0
763577454-SAL-36	8573	763577454-saliva2_SRS015055	5396	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-SAL-36	0
604812005-ST-85	8574	604812005-stool2_SRS045645	5222	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		604812005-ST-85	0
160319967-TONG-308	8575	160319967-tonguedorsum3	4947	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		160319967-TONG-308	0
370425937-PFORN-139	8576	370425937-posteriorfornix2_SRS052620	5157	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		370425937-PFORN-139	0
160603188-NASAL-278	8577	160603188-anteriornares3	5076	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160603188-NASAL-278	0
763456073-BUCC-382	8578	763456073-buccalmucosa3	5344	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763456073-BUCC-382	0
159591683-RAC_L-236	8579	159591683-leftretroauricularcrease2_SRS024596	4820	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159591683-RAC_L-236	0
866653606-ST-0	8580	866653606-stool1_SRS063489	5271	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		866653606-ST-0	0
763395383-ST-401	8581	763395383-stool3_SRS077294	5305	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763395383-ST-401	0
550534656-PFORN-0	8582	550534656-posteriorfornix1_SRS057807	6174	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		550534656-PFORN-0	0
160502038-SUPRA-5	8583	160502038-supragingivalplaque1_SRS017511	5019	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160502038-SUPRA-5	0
159713063-SUPRA-219	8584	159713063-supragingivalplaque2_SRS024381	4848	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159713063-SUPRA-219	0
765195863-TONG-322	8585	765195863-tonguedorsum3	5894	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765195863-TONG-322	0
764872181-NASAL-0	8586	764872181-anteriornares1	5784	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764872181-NASAL-0	0
550534656-BUCC-189	8587	SRS098502	6178	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		550534656-BUCC-189	0
160319967-BUCC-236	8588	160319967-buccalmucosa2	4956	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		160319967-BUCC-236	0
765034022-BUCC-316	8589	765034022-buccalmucosa2	5819	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765034022-BUCC-316	0
160502038-TONG-5	8590	160502038-tonguedorsum1_SRS017533	5018	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		160502038-TONG-5	0
765216093-ST-350	8591	765216093-stool3_SRS144506	5904	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765216093-ST-350	0
764649650-BUCC-1	8592	764649650-buccalmucosa1_SRS016196	5743	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764649650-BUCC-1	0
706846339-BUCC-0	8593	706846339-buccalmucosa1_SRS045262	6132	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		706846339-BUCC-0	0
682449369-PFORN-0	8594	682449369-posteriorfornix1	6245	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		682449369-PFORN-0	0
159268001-TONG-222	8595	159268001-tonguedorsum2_SRS023926	4730	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159268001-TONG-222	0
863126187-NASAL-204	8596	863126187-anteriornares3	6343	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		863126187-NASAL-204	0
159571453-SUPRA-233	8597	159571453-supragingivalplaque2_SRS024447	4804	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159571453-SUPRA-233	0
638754422-BUCC-161	8598	638754422-buccalmucosa2_SRS051116	5140	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		95		638754422-BUCC-161	0
159632143-ST-0	8599	159632143-stool1_SRS017307	4839	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		101		159632143-ST-0	0
158802708-NASAL-0	8600	158802708-anteriornares1	4610	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		93		158802708-NASAL-0	0
675950834-PFORN-219	8601	675950834-posteriorfornix2	6156	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		675950834-PFORN-219	0
686765762-TONG-54	8602	686765762-tonguedorsum2_SRS062761	5235	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		686765762-TONG-54	0
