""	"ASV_name"	"size"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"consensus_taxonomy"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"log10P"	"significant"	"local_OTU_size"	"local_sample_count"
"ASV_10889"	"ASV_10889"	7020	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.37288163252348	10.7941272976514	2.48866272744185	0.114669119701707	0.281072679454883	0.940553521495339	"FALSE"	6473	51
"ASV_09419"	"ASV_09419"	4134	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.47910858078865	10.0571833623437	2.41204609791525	0.120404899337329	0.293765657179503	0.91935584105264	"FALSE"	4134	32
"ASV_12228"	"ASV_12228"	1842	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas"	-0.588261882682026	8.81784485358004	2.39497735063861	0.121725512894089	0.294878139845286	0.914618386865426	"FALSE"	1704	26
"ASV_06918"	"ASV_06918"	1757	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	-0.528583560046318	8.89909198086547	2.39171234567426	0.121979951586854	0.294878139845286	0.913711543347281	"FALSE"	1528	33
"ASV_09552"	"ASV_09552"	7444	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.36227381065514	11.0939538092221	2.36734906394423	0.123897286736975	0.298145525618201	0.906938204262048	"FALSE"	7411	65
"ASV_11765"	"ASV_11765"	18405	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	-0.68589420321312	12.5016544257547	2.3430899559275	0.125839720165719	0.3014433296697	0.900182256139848	"FALSE"	17305	174
"ASV_06920"	"ASV_06920"	3494	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	-0.635041745767516	9.7913410144444	2.32419224120716	0.127376326030205	0.302630581925331	0.894911281811008	"FALSE"	3274	66
"ASV_20339"	"ASV_20339"	2287	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-1.35680183018445	9.72821551522838	2.32287937309567	0.127483850450519	0.302630581925331	0.894544827813935	"FALSE"	2281	34
"ASV_10879"	"ASV_10879"	6981	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.3390485548515	10.7153230441425	2.26139150618499	0.13263483519123	0.313446449084206	0.877342397918807	"FALSE"	6461	43
"ASV_15353"	"ASV_15353"	5118	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	1.04666346832967	10.423264893975	2.18265755421821	0.13957327019633	0.328371041935116	0.85519774588014	"FALSE"	5118	59
"ASV_15776"	"ASV_15776"	2977	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	1.52646818495099	10.0034791983542	2.17341672155757	0.140413958028161	0.328880692803738	0.852589718464736	"FALSE"	2977	37
"ASV_12422"	"ASV_12422"	6416	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	"Selenomonas sputigena"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas sputigena"	-1.18925085313564	11.0359915932911	2.15895448875571	0.141741104260463	0.330520185598513	0.848504188109302	"FALSE"	6175	74
"ASV_18967"	"ASV_18967"	3986	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.24838523389206	10.4177003773186	2.14864103169796	0.142696144934363	0.330850435855772	0.845587759585766	"FALSE"	3986	36
"ASV_20347"	"ASV_20347"	1799	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	1.37005831181656	9.17494586674444	2.1438921598802	0.14313832898504	0.330850435855772	0.844244057101205	"FALSE"	1799	26
"ASV_10797"	"ASV_10797"	7803	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.936347997457243	11.0540017962248	2.12849141386826	0.144582991267275	0.332730289946961	0.839882794408298	"FALSE"	7741	81
"ASV_18088"	"ASV_18088"	2358	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Peptostreptococcus"	"Peptostreptococcus anaerobius"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus anaerobius"	-1.07270329144216	9.67650458671508	2.09220024127511	0.14805270860541	0.337793132587491	0.829583642839879	"FALSE"	2350	40
"ASV_18958"	"ASV_18958"	4851	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.13760036908107	10.6231375851744	2.09207420218395	0.148064921494707	0.337793132587491	0.829547819302921	"FALSE"	4823	39
"ASV_20548"	"ASV_20548"	3804	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.981074118768009	10.0400494447589	2.07273062815301	0.149952830277598	0.34062561015644	0.824045332756452	"FALSE"	3804	40
"ASV_02931"	"ASV_02931"	2296	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella histicola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola"	-1.178575767659	9.18680912005997	2.05375800477759	0.151831016569775	0.341472403239397	0.818639500185437	"FALSE"	2207	24
"ASV_14288"	"ASV_14288"	4826	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.176016936304437	10.0306821401189	2.05155972442455	0.152050350390709	0.341472403239397	0.818012574713692	"FALSE"	4503	24
"ASV_11314"	"ASV_11314"	2221	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-1.30787366032173	9.2989203274045	2.04936709662466	0.152269477725348	0.341472403239397	0.817387141863628	"FALSE"	2216	29
"ASV_15356"	"ASV_15356"	2879	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	1.09872594613524	9.47529085956202	2.03718269260906	0.153493702779377	0.342759243070896	0.813909437152705	"FALSE"	2879	31
"ASV_04536"	"ASV_04536"	2172	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas"	0.491945784143428	8.84767400664273	1.92161471392282	0.165678764513634	0.368408054424831	0.780733152688433	"FALSE"	2172	23
"ASV_10888"	"ASV_10888"	40876	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.562042224254554	13.441200644577	1.8966647606573	0.168452114002019	0.372678972327426	0.77352353443857	"FALSE"	37864	214
"ASV_18342"	"ASV_18342"	6122	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-0.777225586588416	11.0282970485649	1.89166892613099	0.169013803389478	0.372678972327426	0.772077825024909	"FALSE"	6122	65
"ASV_15774"	"ASV_15774"	1625	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-0.789356317984985	8.79127510267841	1.87341744527451	0.171084187968121	0.374650609852237	0.766790127194839	"FALSE"	1625	23
"ASV_10877"	"ASV_10877"	7572	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.757524311416281	10.8552860666144	1.87126921488117	0.17132978553015	0.374650609852237	0.766167128763092	"FALSE"	6936	58
"ASV_04682"	"ASV_04682"	1005	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Tannerella"	"Tannerella forsythia"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;Tannerella forsythia"	-0.4460202855	8.37325369944886	1.78758981749056	0.181220095642336	0.393938628673605	0.741793644723979	"FALSE"	885	25
"ASV_10887"	"ASV_10887"	53649	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.47274933816707	13.8415447274661	1.78396442724284	0.18166327018729	0.393938628673605	0.740732872182693	"FALSE"	48526	252
"ASV_09910"	"ASV_09910"	15246	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.796989044667927	12.24805813212	1.77801845137097	0.18239283756425	0.393938628673605	0.73899222010518	"FALSE"	15117	121
"ASV_10894"	"ASV_10894"	19262	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.829557862111195	12.3902224350944	1.76238319863924	0.184327534265562	0.395807795295787	0.734409786395525	"FALSE"	17587	125
"ASV_02780"	"ASV_02780"	3611	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella oris"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oris"	0.71317651135022	9.74057916427112	1.75891124607007	0.184760375033707	0.395807795295787	0.733391164876973	"FALSE"	3349	37
"ASV_05597"	"ASV_05597"	5151	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-1.14874220102479	10.5896477751731	1.74902178355747	0.185999755064468	0.396849679833904	0.730487627686493	"FALSE"	4772	54
"ASV_19130"	"ASV_19130"	20716	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.856141250030224	12.324955737744	1.68757422516111	0.193921048570956	0.412082228213281	0.712375049187958	"FALSE"	20698	86
"ASV_10858"	"ASV_10858"	4209	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.14697830589353	9.82847053087775	1.67216824455697	0.195968367517414	0.414040901201381	0.70781402518092	"FALSE"	3765	44
"ASV_14056"	"ASV_14056"	2164	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.54437993347768	9.08777588147454	1.66883917350215	0.196414089753976	0.414040901201381	0.706827361340713	"FALSE"	2147	34
"ASV_18556"	"ASV_18556"	8885	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.891675092626276	11.2473171202721	1.64089646908528	0.200202513377748	0.419820261043845	0.698530474612769	"FALSE"	8715	85
"ASV_09817"	"ASV_09817"	8597	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.522562869735281	10.8837344270171	1.63382926633636	0.201174224276185	0.419820261043845	0.69642766462868	"FALSE"	7493	63
"ASV_18261"	"ASV_18261"	4104	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-0.809307450817151	10.623009699619	1.63113893485904	0.201545590216495	0.419820261043845	0.695626699696958	"FALSE"	4082	44
"ASV_02204"	"ASV_02204"	1563	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	"Alloprevotella tannerae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella tannerae"	-1.03506446787333	8.86216382915037	1.60263917504361	0.205529601816821	0.424865778754919	0.687125619141408	"FALSE"	1548	30
"ASV_02986"	"ASV_02986"	2381	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-0.673106710166708	9.38180284173474	1.6022813081247	0.205580215526574	0.424865778754919	0.687018682969915	"FALSE"	2271	29
"ASV_20456"	"ASV_20456"	5068	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-1.22037186594361	10.0993698762116	1.57344657422746	0.209707192743287	0.430406710366713	0.678386673420457	"FALSE"	5068	37
"ASV_02002"	"ASV_02002"	3421	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella pallens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella pallens"	-0.633276647109962	9.59184326505394	1.57215222540711	0.209894733518492	0.430406710366713	0.677998458190119	"FALSE"	3421	44
"ASV_08917"	"ASV_08917"	1855	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Fretibacterium"	"Fretibacterium fastidiosum"	"Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;Fretibacterium fastidiosum"	-0.744684873944537	9.45975613243666	1.55469587821221	0.212443538793393	0.433944747845419	0.672756472901353	"FALSE"	1817	31
"ASV_06739"	"ASV_06739"	2839	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	-0.849277857680198	9.44523806287124	1.53828644189414	0.214873045155662	0.437212721224069	0.667818061355366	"FALSE"	2824	42
"ASV_09919"	"ASV_09919"	70076	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.305991092582126	14.3560208892375	1.52316330782634	0.217141417408192	0.440128949900451	0.663257331606493	"FALSE"	66854	327
"ASV_11375"	"ASV_11375"	23531	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	-0.678406606090852	12.3660523470828	1.48577623909534	0.222872958365696	0.450015513634949	0.65194262216577	"FALSE"	21004	137
"ASV_02933"	"ASV_02933"	6151	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella histicola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola"	-0.523434950788508	10.2019120451274	1.47682502095429	0.224271938687414	0.451087566405768	0.649225062732686	"FALSE"	5693	36
"ASV_02045"	"ASV_02045"	3462	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nanceiensis"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nanceiensis"	0.280888874289322	9.89462458458601	1.47145792763864	0.225115806384662	0.451087566405768	0.647594010176583	"FALSE"	3296	40
"ASV_02934"	"ASV_02934"	8136	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella histicola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola"	0.383216195127061	10.5981834854254	1.455586568402	0.227633651423548	0.453496096495836	0.642763535127359	"FALSE"	7395	57
"ASV_10969"	"ASV_10969"	13416	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.635752576482913	11.5149057165872	1.44861157883673	0.228750867130452	0.453496096495836	0.640637250969682	"FALSE"	12768	134
"ASV_04767"	"ASV_04767"	6349	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas gingivalis"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis"	-1.1249782697439	11.0221897458167	1.44768760838573	0.228899358003591	0.453496096495836	0.640355425393997	"FALSE"	6210	67
"ASV_01725"	"ASV_01725"	3643	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-0.42077679210373	9.85324371602196	1.43852509309406	0.230378161606848	0.45374530756476	0.637558691668751	"FALSE"	3481	34
"ASV_09727"	"ASV_09727"	1618	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium"	0.876881845177873	8.82535671407557	1.43442040018756	0.231044379420344	0.45374530756476	0.636304592029156	"FALSE"	1517	35
"ASV_01538"	"ASV_01538"	10780	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella salivae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae"	0.679557695682952	11.3140907203132	1.43095812196924	0.231608136119394	0.45374530756476	0.635246188426067	"FALSE"	9788	100
"ASV_14322"	"ASV_14322"	2941	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-1.42471771991074	9.34559516770593	1.4173326228988	0.233842939636148	0.456426774771296	0.631075738106772	"FALSE"	2806	28
"ASV_13847"	"ASV_13847"	2040	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	NA	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae"	1.2010568794125	8.90893696483914	1.3965986604374	0.237293896870143	0.461453445205039	0.624713431566498	"FALSE"	1925	28
"ASV_02001"	"ASV_02001"	3231	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella pallens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella pallens"	-0.403140190305385	9.64187015522229	1.38241937081212	0.239689470025464	0.46278663716582	0.620351044857821	"FALSE"	3065	39
"ASV_18597"	"ASV_18597"	6272	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.806896857587064	11.0675003449548	1.38214700740477	0.239735772194059	0.46278663716582	0.620267157842234	"FALSE"	5878	71
"ASV_10000"	"ASV_10000"	11842	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.670167478318916	10.9363578794096	1.36466968462861	0.242729821104512	0.466856261759408	0.614876864189158	"FALSE"	7110	69
"ASV_11106"	"ASV_11106"	44844	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.617154818337587	13.5213616555885	1.34627020193682	0.24593122498085	0.471293656599665	0.609186326991419	"FALSE"	44128	158
"ASV_06820"	"ASV_06820"	5258	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	0.69496250229247	10.2099011869238	1.33637085322158	0.247674990938998	0.472915652988594	0.606117844223746	"FALSE"	5148	60
"ASV_09920"	"ASV_09920"	17441	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.725622600183017	12.0715753029023	1.33075170747944	0.248671532277751	0.473104323142147	0.604373929576597	"FALSE"	17090	113
"ASV_04539"	"ASV_04539"	5221	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas catoniae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas catoniae"	-0.823794108532323	10.2224633459695	1.31832802695814	0.2508923381251	0.475612453927798	0.600512601183588	"FALSE"	4978	53
"ASV_01211"	"ASV_01211"	1191	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	NA	NA	NA	"Bacteria;Firmicutes;Clostridia;Clostridiales"	-0.209539555528895	8.61096454496579	1.31027506001266	0.252344860291492	0.475682393194124	0.598005536461405	"FALSE"	1168	27
"ASV_18972"	"ASV_18972"	9129	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.845293350607088	11.4792803209755	1.30812465114786	0.252734478357409	0.475682393194124	0.597335507035559	"FALSE"	9013	74
"ASV_01682"	"ASV_01682"	2812	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-0.539476450738033	9.29040078173486	1.27802681201025	0.258266238804245	0.484364084874865	0.58793236215546	"FALSE"	2539	24
"ASV_02655"	"ASV_02655"	6762	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella denticola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella denticola"	-0.810066384481678	11.3622828226662	1.25299427309895	0.262981357009321	0.491458067886213	0.580075037954947	"FALSE"	6752	85
"ASV_18553"	"ASV_18553"	21202	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.539410803224819	12.7828400994121	1.23187973765869	0.267041785092573	0.497282758811965	0.573420777529482	"FALSE"	21105	182
"ASV_10971"	"ASV_10971"	17045	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.466122942422467	12.0775682997518	1.21097695646614	0.271138724446761	0.499483211341938	0.566808451388481	"FALSE"	15904	185
"ASV_18902"	"ASV_18902"	4715	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.723157203190816	10.1372223002081	1.20864096742002	0.271601441927795	0.499483211341938	0.566067928722823	"FALSE"	4715	39
"ASV_10878"	"ASV_10878"	10814	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.68329218055538	11.5893746068959	1.20829842201354	0.271669377067746	0.499483211341938	0.565959313072837	"FALSE"	10157	79
"ASV_18550"	"ASV_18550"	12163	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.695950494424064	11.6899733226876	1.20655949953584	0.272014576195704	0.499483211341938	0.565407823202019	"FALSE"	12145	111
"ASV_11834"	"ASV_11834"	4229	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus"	0.523464802621494	9.85558305257896	1.19190010129788	0.274946618161357	0.501396081457118	0.560751617763859	"FALSE"	3655	41
